episode,total_reward,steps,targets_reached,avg_speed,collisions:
0,1153.3813083676396,2000,"{'drone0': 37, 'drone1': 37}","{'drone0': 2.1897118, 'drone1': 2.1911304}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,1153.6511951223795,2000,"{'drone0': 37, 'drone1': 37}","{'drone0': 2.1891599, 'drone1': 2.190133}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,1153.4474658955282,2000,"{'drone0': 37, 'drone1': 37}","{'drone0': 2.1895354, 'drone1': 2.1905777}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,1153.352293976241,2000,"{'drone0': 37, 'drone1': 37}","{'drone0': 2.1895726, 'drone1': 2.1906695}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,1153.7390389756508,2000,"{'drone0': 37, 'drone1': 37}","{'drone0': 2.188976, 'drone1': 2.1900024}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
