#{"t_start": 1745691713.2395093, "env_id": "None"}
r,l,t--1797.186432,2000,4.136993--1017.878962,2000,11.000836--1042.412307,2000,37.221814--1124.836592,2000,44.088802--1028.463817,2000,70.38924-10-805.275003,2000,77.284323-7-919.144502,2000,103.458278-8-893.660683,2000,110.290267-8-806.621278,2000,136.655298-8-773.011301,2000,143.439286-7-724.107451,2000,169.65524-74-1955.241737,2000,176.5247-831-712.458125,2000,202.9790-762-780.219851,2000,209.788-803.-793.345707,2000,236.191-727.-770.067957,2000,243.042-809.-815.289592,2000,269.357-807.-761.566299,2000,276.196-732.-797.9228,2000,302.65394-77-726.552299,2000,309.5581-738-819.141221,2000,335.9941-110-745.045489,2000,342.8290-72-702.268615,2000,369.268-778.-747.906271,2000,376.089-761.-1361.16781,2000,402.493-699.-776.317935,2000,409.292-717.-713.9184,2000,435.77878-77-733.414982,2000,442.5738-743-948.403195,2000,468.8769-719-745.256912,2000,475.6939-717-825.987625,2000,502.0697-773-720.962645,2000,508.8897-192-795.323683,2000,535.29472-19-993.744423,2000,542.16750-75-745.412248,2000,568.39316-74-752.324304,2000,575.22316-72-726.429141,2000,601.67110-78-728.158007,2000,608.56412-74-733.832993,2000,634.7810-763-708.684861,2000,641.547-739.-728.588607,2000,667.929-1935-726.061767,2000,674.7-729.-719.601761,2000,698.433-781.-818.623564,2000,705.297-724.-1970.530273,2000,731.83-803.9-751.729519,2000,738.-779.0-689.712161,2000,765.0-755.2-720.421055,2000,771.90-1922.-741.282379,2000,798.343-1482-760.513106,2000,805.1307-148-856.439718,2000,831.46120-77-890.227796,2000,838.31919-68-1083.162034,2000,864.7257-772-787.032679,2000,871.5281-870-686.918617,2000,897.7925-73-781.92129,2000,904.649513-7-687.585695,2000,931.084918-8-786.9705,2000,937.911907--940.642573,2000,964.368862--750.838895,2000,971.193884-8-732.452597,2000,997.553839-7-749.076952,2000,1004.41882-78-774.996547,2000,1030.83067-76-707.199301,2000,1037.65466-76-758.567567,2000,1064.09170-84-721.94103,2000,1070.960695-7-844.885863,2000,1097.404673-7-744.428585,2000,1104.226661-7-1957.965285,2000,1130.6775-79-739.884041,2000,1137.47554-73-824.845174,2000,1163.76930-11-771.388936,2000,1170.552398-7-773.922796,2000,1196.958378-7-799.229633,2000,1203.791379-7-756.213949,2000,1230.062996-7-673.655567,2000,1236.840987-9-801.115326,2000,1263.168517-6-760.505875,2000,1270.01195-7-739.863943,2000,1296.366944-7-687.938993,2000,1303.195932-6-793.625368,2000,1329.667168-8-781.62005,2000,1336.547156--820.621056,2000,1362.847001--715.401543,2000,1369.69999--792.121798,2000,1396.031989--688.264982,2000,1400.135553--690.578097,2000,1426.493977--802.622328,2000,1433.312964--1930.126378,2000,1459.679403-7-721.211171,2000,1466.501391-6-667.841298,2000,1492.864347-8-725.47789,2000,1499.723335--985.542208,2000,1526.009701--715.155077,2000,1532.893269--704.519637,2000,1559.159305--731.871477,2000,1565.985374--728.844318,2000,1592.267809---705.186653,2000,1599.056798-8-697.2727,2000,1625.34478
-704.138832,2000,1632.208263
-722.565593,2000,1658.509221
-692.81484,2000,1665.433396--748.593911,2000,1691.803881--785.79561,2000,1698.585869
-672.206066,2000,1724.825825
-939.443419,2000,1731.691813
-688.994826,2000,1758.020768
-731.735798,2000,1764.886756
-684.80619,2000,1791.298209
-747.187783,2000,1798.133198
-758.040272,2000,1824.503341
-678.109509,2000,1831.351329
-734.999168,2000,1857.623285
-829.607135,2000,1864.428272
-733.42992,2000,1890.714705
-740.999587,2000,1897.527693
-777.285683,2000,1923.814648
-793.3136,2000,1930.666759
-727.264988,2000,1956.783946
-702.605927,2000,1963.651836
-783.580191,2000,1990.005532
-704.345398,2000,1996.857517
-809.813373,2000,2023.183475
-830.533515,2000,2030.059464
-754.028136,2000,2056.479449
-789.142885,2000,2063.267437
-744.597267,2000,2089.602392
-945.736099,2000,2093.714385
-721.071352,2000,2120.192316
-750.415982,2000,2127.049304
-731.467742,2000,2153.364259
-1422.397589,2000,2160.180247
-719.932074,2000,2186.511445
-1005.3345,2000,2193.428432
-743.227309,2000,2219.880451
-770.58455,2000,2226.797617
-753.976549,2000,2253.057902
-759.076177,2000,2259.910891
-1335.593912,2000,2286.317822
-725.107089,2000,2293.124182
-723.668835,2000,2319.2627
-703.098531,2000,2326.072689
-690.295108,2000,2352.514689
-661.24685,2000,2359.359674
-731.304234,2000,2385.750632
-703.671149,2000,2392.56462
-1986.089239,2000,2418.977608
-2000.0,2000,2425.792596
-663.07394,2000,2452.118551
-722.493461,2000,2459.02904
-1964.003229,2000,2485.411494
-740.235397,2000,2492.300482
-731.911233,2000,2518.624437
-784.799827,2000,2525.448972
-677.190239,2000,2551.865444
-823.293625,2000,2558.687432
-695.460943,2000,2585.094441
-705.415408,2000,2591.968273
-736.902558,2000,2618.135228
-725.158923,2000,2624.932217
-699.293529,2000,2651.246706
-712.428698,2000,2658.043206
-780.75585,2000,2684.23716
-698.278587,2000,2691.100195
-685.799565,2000,2717.463958
-736.606025,2000,2724.334946
-763.86706,2000,2750.728901
-683.959615,2000,2757.55389
-1751.601647,2000,2783.839876
-780.820602,2000,2790.635864
-736.864584,2000,2814.211824
-687.140717,2000,2821.032827
-878.082541,2000,2847.392075
-1989.625354,2000,2854.247063
-1902.497366,2000,2880.565018
-745.947594,2000,2887.440676
-1972.427328,2000,2913.732631
-697.950026,2000,2920.572616
-1373.893643,2000,2947.06994
-726.239081,2000,2953.943929
-735.80507,2000,2980.243059
-729.795449,2000,2987.030046
-756.898825,2000,3013.362413
-678.55599,2000,3020.170903
-729.392873,2000,3046.421913
-766.070848,2000,3053.219918
-821.711151,2000,3079.507929
-726.585502,2000,3086.32781
-718.354849,2000,3112.717764
-860.950468,2000,3119.613209
-689.514372,2000,3146.08573
-815.210608,2000,3152.91453
-835.119763,2000,3179.192485
-726.354402,2000,3186.102609
-681.644203,2000,3212.50559
-775.998141,2000,3219.333579
-727.678003,2000,3245.717914
-775.257717,2000,3252.548903
-752.534626,2000,3278.991874
-824.43506,2000,3285.843867
