episode,total_reward,steps,targets_reached,avg_speed,collisions:
0,975.6672457286083,2000,"{'drone0': 30, 'drone1': 30}","{'drone0': 1.3648267, 'drone1': 1.36492}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1,975.2116006758632,2000,"{'drone0': 30, 'drone1': 30}","{'drone0': 1.3650997, 'drone1': 1.3649292}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2,975.6705549462976,2000,"{'drone0': 30, 'drone1': 30}","{'drone0': 1.3647491, 'drone1': 1.364789}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
3,975.23364791407,2000,"{'drone0': 30, 'drone1': 30}","{'drone0': 1.3650293, 'drone1': 1.3648442}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
4,975.2431846380186,2000,"{'drone0': 30, 'drone1': 30}","{'drone0': 1.3649975, 'drone1': 1.36484}","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
